go.id	term
GO:0002458	peripheral T cell tolerance induction
GO:0051421	regulation of endo-1,4-beta-xylanase activity
GO:0002459	adaptive immune response based on somatic recombination of immune receptors built from leucine-rich repeat domains
GO:0051422	negative regulation of endo-1,4-beta-xylanase activity
GO:0002452	B cell receptor editing
GO:0002453	peripheral B cell anergy
GO:0002454	peripheral B cell deletion
GO:0002455	humoral immune response mediated by circulating immunoglobulin
GO:0002450	B cell antigen processing and presentation
GO:0002451	peripheral B cell tolerance induction
GO:0002423	natural killer cell mediated immune response to tumor cell
GO:0002424	T cell mediated immune response to tumor cell
GO:0002425	tolerance induction in urogenital tract
GO:0002426	immunoglobulin production in mucosal tissue
GO:0051438	regulation of ubiquitin-protein transferase activity
GO:0051439	obsolete regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:0002420	natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0002421	B cell antigen processing and presentation following pinocytosis
GO:0051437	obsolete positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition
GO:1905603	regulation of blood-brain barrier permeability
GO:0002427	mucosal tolerance induction
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib
GO:0002429	immune response-activating cell surface receptor signaling pathway
GO:0051445	regulation of meiotic cell cycle
GO:0002434	immune complex clearance
GO:0051446	positive regulation of meiotic cell cycle
GO:0051443	positive regulation of ubiquitin-protein transferase activity
GO:0002436	immune complex clearance by monocytes and macrophages
GO:0051444	negative regulation of ubiquitin-protein transferase activity
GO:0002437	inflammatory response to antigenic stimulus
GO:0002430	complement receptor mediated signaling pathway
GO:0002431	Fc receptor mediated stimulatory signaling pathway
GO:0051447	negative regulation of meiotic cell cycle
GO:0002432	granuloma formation
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
GO:1905610	regulation of mRNA cap binding
GO:1905613	regulation of developmental vegetative growth
GO:1905615	positive regulation of developmental vegetative growth
GO:0002438	acute inflammatory response to antigenic stimulus
GO:0002439	chronic inflammatory response to antigenic stimulus
GO:0051442	obsolete negative regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle
GO:0051440	obsolete regulation of ubiquitin-protein ligase activity involved in meiotic cell cycle
GO:0002401	tolerance induction in mucosal-associated lymphoid tissue
GO:0051456	attachment of spindle microtubules to kinetochore involved in meiotic sister chromatid segregation
GO:0051457	maintenance of protein location in nucleus
GO:0002402	B cell tolerance induction in mucosal-associated lymphoid tissue
GO:0002403	T cell tolerance induction in mucosal-associated lymphoid tissue
GO:0051454	intracellular pH elevation
GO:0051455	monopolar spindle attachment to meiosis I kinetochore
GO:0002404	antigen sampling in mucosal-associated lymphoid tissue
GO:0051458	corticotropin secretion
GO:0051459	regulation of corticotropin secretion
GO:0002400	tolerance induction in nasopharyngeal-associated lymphoid tissue
GO:1905620	negative regulation of alpha-(1->3)-fucosyltransferase activity
GO:1905621	positive regulation of alpha-(1->3)-fucosyltransferase activity
GO:1905622	negative regulation of leaf development
GO:1905623	positive regulation of leaf development
GO:1905624	regulation of L-methionine import across plasma membrane
GO:2000683	regulation of cellular response to X-ray
GO:1905627	regulation of serotonin biosynthetic process
GO:0002409	Langerhans cell chemotaxis
GO:1905629	positive regulation of serotonin biosynthetic process
GO:0051452	intracellular pH reduction
GO:0002405	antigen sampling by dendritic cells in mucosal-associated lymphoid tissue
GO:0051453	regulation of intracellular pH
GO:0002406	antigen sampling by M cells in mucosal-associated lymphoid tissue
GO:0051450	myoblast proliferation
GO:0002407	dendritic cell chemotaxis
GO:0002408	myeloid dendritic cell chemotaxis
GO:0051451	myoblast migration
GO:0002412	antigen transcytosis by M cells in mucosal-associated lymphoid tissue
GO:0051467	detection of steroid hormone stimulus
GO:0002413	tolerance induction to tumor cell
GO:0051468	detection of glucocorticoid hormone stimulus
GO:0051465	negative regulation of corticotropin-releasing hormone secretion
GO:0002414	immunoglobulin transcytosis in epithelial cells
GO:0002415	immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor
GO:0051466	positive regulation of corticotropin-releasing hormone secretion
GO:0002410	plasmacytoid dendritic cell chemotaxis
GO:0002411	T cell tolerance induction to tumor cell
GO:2000691	negative regulation of cardiac muscle cell myoblast differentiation
GO:2000692	negative regulation of seed maturation
GO:1905634	regulation of protein localization to chromatin
GO:1905635	FACT complex assembly
GO:1905636	positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding
GO:1905637	regulation of mitochondrial mRNA catabolic process
GO:1905638	negative regulation of mitochondrial mRNA catabolic process
GO:1905639	positive regulation of mitochondrial mRNA catabolic process
GO:0051460	negative regulation of corticotropin secretion
GO:0051463	negative regulation of cortisol secretion
GO:0002416	IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor
GO:0051464	positive regulation of cortisol secretion
GO:0002417	B cell antigen processing and presentation mediated by B cell receptor uptake of antigen
GO:0051461	positive regulation of corticotropin secretion
GO:0002418	immune response to tumor cell
GO:0002419	T cell mediated cytotoxicity directed against tumor cell target
GO:0051462	regulation of cortisol secretion
GO:0002489	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent
GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent
GO:0002487	antigen processing and presentation of endogenous peptide antigen via MHC class I via endolysosomal pathway
GO:0002488	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway
GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent
GO:0002482	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-independent
GO:0002483	antigen processing and presentation of endogenous peptide antigen
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent
GO:0002496	proteolysis associated with antigen processing and presentation
GO:0002497	proteasomal proteolysis associated with antigen processing and presentation
GO:0002498	proteolysis within endoplasmic reticulum associated with antigen processing and presentation
GO:0002499	proteolysis within endosome associated with antigen processing and presentation
GO:0002492	peptide antigen assembly with MHC class Ib protein complex
GO:0002493	lipid antigen assembly with MHC class Ib protein complex
GO:0002494	lipid antigen transport
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II
GO:0002490	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-independent
GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II
GO:0021780	glial cell fate specification
GO:0031108	holo-[acyl-carrier-protein] biosynthetic process
GO:0021781	glial cell fate commitment
GO:0021782	glial cell development
GO:0031106	septin ring organization
GO:0021783	preganglionic parasympathetic fiber development
GO:0021784	postganglionic parasympathetic fiber development
GO:0031107	septin ring disassembly
GO:0006148	inosine catabolic process
GO:0021785	branchiomotor neuron axon guidance
GO:0031104	dendrite regeneration
GO:0006149	deoxyinosine catabolic process
GO:0021786	branchiomotor neuron axon guidance in neural tube
GO:0006146	adenine catabolic process
GO:0045754	positive regulation of acetate catabolic process
GO:0045755	negative regulation of initiation of acetate catabolic process by acetate
GO:0006147	guanine catabolic process
GO:0006144	purine nucleobase metabolic process
GO:0045752	positive regulation of Toll signaling pathway
GO:0006145	purine nucleobase catabolic process
GO:0045753	negative regulation of acetate catabolic process
GO:0045750	obsolete positive regulation of S phase of mitotic cell cycle
GO:0006142	regulation of pyrimidine nucleobase metabolic process
GO:0045751	negative regulation of Toll signaling pathway
GO:0070709	RNA guanosine insertion
GO:0006140	regulation of nucleotide metabolic process
GO:0006141	regulation of purine nucleobase metabolic process
GO:0070716	mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication
GO:0070714	RNA guanosine-uridine insertion
GO:0045758	obsolete positive regulation of actin polymerization and/or depolymerization
GO:0045759	negative regulation of action potential
GO:0070715	sodium-dependent organic cation transport
GO:0045756	positive regulation of initiation of acetate catabolic process by acetate
GO:0070713	RNA guanosine-cytidine insertion
GO:0045757	obsolete negative regulation of actin polymerization and/or depolymerization
